dataset	primary	processed	tier	status	nevents	nfiles	size_TB	created
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_3500_MY_600_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_3500_MY_600_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_3500_MY_60_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_3500_MY_60_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_3500_MY_70_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_3500_MY_70_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_3500_MY_800_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_3500_MY_800_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_3500_MY_80_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_3500_MY_80_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_3500_MY_90_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_3500_MY_90_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_3500_MY_95_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_3500_MY_95_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_1000_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_1000_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_100_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_100_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_1200_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_1200_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_125_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_125_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_1400_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_1400_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_150_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_150_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_1600_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_1600_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_1800_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_1800_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_2000_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_2000_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_200_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_200_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_2600_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_2600_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_3000_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_3000_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_300_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_300_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_3500_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_3500_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_400_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_400_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_500_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_500_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_600_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_600_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_60_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_60_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_70_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_70_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_800_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_800_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_80_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_80_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_90_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_90_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_95_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_4000_MY_95_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_400_MY_100_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_400_MY_100_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_400_MY_125_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_400_MY_125_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_400_MY_150_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_400_MY_150_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_400_MY_200_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_400_MY_200_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_400_MY_60_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_400_MY_60_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_400_MY_70_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_400_MY_70_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_400_MY_80_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_400_MY_80_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_400_MY_90_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_400_MY_90_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_400_MY_95_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_400_MY_95_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_500_MY_100_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_500_MY_100_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_500_MY_125_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_500_MY_125_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_500_MY_150_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_500_MY_150_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_500_MY_200_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_500_MY_200_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_500_MY_300_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_500_MY_300_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_500_MY_60_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_500_MY_60_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_500_MY_70_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_500_MY_70_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_500_MY_80_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_500_MY_80_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_500_MY_90_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_500_MY_90_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_500_MY_95_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_500_MY_95_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_550_MY_100_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_550_MY_100_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_550_MY_125_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_550_MY_125_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_550_MY_150_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_550_MY_150_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_550_MY_200_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_550_MY_200_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_550_MY_300_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_550_MY_300_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_550_MY_400_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_550_MY_400_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_550_MY_60_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_550_MY_60_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_550_MY_70_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_550_MY_70_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_550_MY_80_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_550_MY_80_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_550_MY_90_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_550_MY_90_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_550_MY_95_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_550_MY_95_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
/NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_600_MY_100_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1/NANOAODSIM	NMSSM_XToYH_HTo2T_YTo2WTo4Q_MX_600_MY_100_TuneCP5_13TeV-madgraph-pythia8	RunIISummer20UL16NanoAODv15-150X_mcRun2_asymptotic_v1-v1	NANOAODSIM	-	-	-	-	-
